national_position,position_evolution,company_name,billing,category,company_link
191.291,7.721,CONSTRUCCIONES HERMANOS MARTINEZ DE LA PERA S.A.,mediana,4121,https://ranking-empresas.eleconomista.es/CONSTRUCCIONES-HERMANOS-MARTINEZ-PERA.html
191.533,11.006,EMBUTIDOS LA ESTACION SL,mediana,1013,https://ranking-empresas.eleconomista.es/EMBUTIDOS-ESTACION.html
191.554,24.546,TABERNA ANTOJO 2012 SOCIEDAD LIMITADA.,mediana,5610,https://ranking-empresas.eleconomista.es/TABERNA-ANTOJO-2012.html
191.556,8.852,BAHIA VITORIA S.L.,mediana,4799,https://ranking-empresas.eleconomista.es/BAHIA-VITORIA.html
191.683,24.776,NEW TALLERES SABARTE SOCIEDAD LIMITADA.,mediana,4332,https://ranking-empresas.eleconomista.es/NEW-TALLERES-SABARTE.html
191.690,39.829,"SERVICIOS TURISTICOS DE CIUDAD REAL, S.L.",mediana,5510,https://ranking-empresas.eleconomista.es/SERVICIOS-TURISTICOS-CIUDAD-REAL.html
191.823,(ND),CONSTRUCCIONES VASCAS DEL NORTE SOCIEDAD LIMITADA.,mediana,4121,https://ranking-empresas.eleconomista.es/CONSTRUCCIONES-VASCAS-NORTE.html
191.879,33.844,PROMOTORA EMPRESARIAL AJURIA SL,mediana,9412,https://ranking-empresas.eleconomista.es/PROMOTORA-EMPRESARIAL-AJURIA.html
191.984,4.726,IBANEZ ARANA S.L.,mediana,4759,https://ranking-empresas.eleconomista.es/IBANEZ-ARANA.html
192.295,14.886,"RUMBO NORTE TALLER CARAVANING, S.L.",mediana,4520,https://ranking-empresas.eleconomista.es/RUMBO-NORTE-TALLER-CARAVANING.html
192.340,3.565,TECNOLEVERS AND MOBILE CRANES SOCIEDAD LIMITADA.,mediana,4941,https://ranking-empresas.eleconomista.es/TECNOLEVERS-AND-MOBILE-CRANES.html
192.559,75.679,INTELLIGENT PARKING S.L.,mediana,6190,https://ranking-empresas.eleconomista.es/INTELLIGENT-PARKING.html
192.895,28.076,BRUNO TREVIÑO E HIJOS SA,mediana,2593,https://ranking-empresas.eleconomista.es/BRUNO-TREVINO-HIJOS.html
193.069,10.953,AIALUR SL,mediana,7112,https://ranking-empresas.eleconomista.es/AIALUR.html
193.339,5.861,COMPAÑIA DE LOS AUTOMOVILES DE ALAVA SA,mediana,4931,https://ranking-empresas.eleconomista.es/COMPANIA-AUTOMOVILES-ALAVA.html
193.460,30.275,INDUSTRIAS MECA BOST SAL,mediana,4399,https://ranking-empresas.eleconomista.es/INDUSTRIAS-MECA-BOST.html
193.484,3.914,"TEAM WORK PROYECTOS Y GESTION, S.L.",mediana,6420,https://ranking-empresas.eleconomista.es/TEAM-WORK-PROYECTOS-GESTION.html
193.617,49.891,AAC CENTRO DE ACUSTICA APLICADA SL,mediana,7112,https://ranking-empresas.eleconomista.es/AAC-CENTRO-ACUSTICA-APLICADA.html
193.676,18.740,AIALA LOGISTIC SL,mediana,4941,https://ranking-empresas.eleconomista.es/AIALA-LOGISTIC.html
193.715,271.533,MENDIZORROZA SA,mediana,6810,https://ranking-empresas.eleconomista.es/MENDIZORROZA.html
193.809,29.795,CONSULTORA DE RECURSOS NATURALES SL,mediana,7219,https://ranking-empresas.eleconomista.es/CONSULTORA-RECURSOS-NATURALES.html
193.978,7.949,DARSE MORAIS SL,mediana,4321,https://ranking-empresas.eleconomista.es/DARSE-MORAIS.html
194.134,(ND),"ERDIZKA ITXASGORRI, SOCIEDAD LIMITADA.",mediana,5630,https://ranking-empresas.eleconomista.es/ERDIZKA-ITXASGORRI.html
194.139,20.294,CASIMIRO BRIZ MEDIADOR DE SEGUROS SL.,mediana,6622,https://ranking-empresas.eleconomista.es/CASIMIRO-BRIZ-MEDIADOR-SEGUROS.html
194.177,26.311,AVENIDA DEL AUTOMOVIL 2014 SOCIEDAD LIMITADA.,mediana,4511,https://ranking-empresas.eleconomista.es/AVENIDA-AUTOMOVIL-2014.html
194.239,(ND),CENTRO MEDICO AIALA SL,mediana,8690,https://ranking-empresas.eleconomista.es/CENTRO-MEDICO-AIALA.html
194.240,41.722,EKO GASTEIZ SOCIEDAD LIMITADA.,mediana,3821,https://ranking-empresas.eleconomista.es/EKO-GASTEIZ.html
194.241,11.106,CARPINTERIA METALICA MARTINEZ DE LAHIDALGA SL,mediana,2512,https://ranking-empresas.eleconomista.es/CARPINTERIA-METALICA-MARTINEZ-LAHIDALGA.html
194.390,39.872,VENTANAS Y COORDINACION DE GREMIOS S.L.,mediana,4778,https://ranking-empresas.eleconomista.es/VENTANAS-COORDINACION-GREMIOS.html
194.566,7.087,"LABORATORIO ODONTOLOGICO, SOCIEDAD LIMITADA.",mediana,5819,https://ranking-empresas.eleconomista.es/LABORATORIO-ODONTOLOGICO.html
194.572,14.571,CERUGAS SL,mediana,4322,https://ranking-empresas.eleconomista.es/CERUGAS.html
194.586,3.787,CONCHALU SL,mediana,4690,https://ranking-empresas.eleconomista.es/CONCHALU.html
194.701,16.866,LANDA METAL S.L.,mediana,4662,https://ranking-empresas.eleconomista.es/LANDA-METAL.html
194.834,26.261,TRANSPORTES Y GRUAS ZERAIN SL,mediana,4941,https://ranking-empresas.eleconomista.es/TRANSPORTES-GRUAS-ZERAIN.html
194.881,7.849,MONTUCAL SL,mediana,2512,https://ranking-empresas.eleconomista.es/MONTUCAL.html
195.142,5.511,SISTEMAS PASIVOS MATERIALES ACTIVOS S.L.,mediana,4673,https://ranking-empresas.eleconomista.es/SISTEMAS-PASIVOS-MATERIALES-ACTIVOS.html
195.143,21.171,"ACABADOS DE FUNDICION VERIFICADOS Y SOLDADURA SUMI, S.L.",mediana,2511,https://ranking-empresas.eleconomista.es/ACABADOS-FUNDICION-VERIFICADOS-SOLDADURA-SUMI.html
195.191,3.005,MECANIZADOS HAMAR SA L,mediana,2410,https://ranking-empresas.eleconomista.es/MECANIZADOS-HAMAR-L.html
195.416,5.260,BODEGAS AMADOR GARCIA SOCIEDAD LIMITADA.,mediana,1102,https://ranking-empresas.eleconomista.es/BODEGAS-AMADOR-GARCIA.html
195.600,10.739,"INDUSTRIAS AUXILIARES DE GALVANOTECNIA, SOCIEDAD ANONIMA",mediana,2561,https://ranking-empresas.eleconomista.es/INDUSTRIAS-AUXILIARES-GALVANOTECNIA.html
195.752,19.279,INDUSTRIAS VASCOAL SL,mediana,2561,https://ranking-empresas.eleconomista.es/INDUSTRIAS-VASCOAL.html
195.757,15.097,AGROJUNDIZ S.L.,mediana,4669,https://ranking-empresas.eleconomista.es/AGROJUNDIZ.html
196.190,24.367,LOVI-97 SL,mediana,8731,https://ranking-empresas.eleconomista.es/LOVI97.html
196.293,44.397,EUSKO CUBIERTAS SL,mediana,4391,https://ranking-empresas.eleconomista.es/EUSKO-CUBIERTAS.html
196.460,21.553,BODEGAS ZINTZO S.L.,mediana,1102,https://ranking-empresas.eleconomista.es/BODEGAS-ZINTZO.html
196.463,233.594,"FONTANERIA Y CALEFACCION SATXA, S.L.",mediana,4322,https://ranking-empresas.eleconomista.es/FONTANERIA-CALEFACCION-SATXA.html
196.668,43.944,RECUBRIMIENTOS Y LACADOS TECNICOS SOCIEDAD LIMITADA.,mediana,2561,https://ranking-empresas.eleconomista.es/RECUBRIMIENTOS-LACADOS-TECNICOS.html
196.709,45.449,"SLOW CLOTHES URIVI, S.L.",mediana,4751,https://ranking-empresas.eleconomista.es/SLOW-CLOTHES-URIVI.html
197.000,12.118,TALLERES METALICOS GARRALETA SL,mediana,2511,https://ranking-empresas.eleconomista.es/TALLERES-METALICOS-GARRALETA.html
197.082,35.153,NORTHRED SEGURIDAD EN ALTURA. SOCIEDAD LIMITADA.,mediana,4399,https://ranking-empresas.eleconomista.es/NORTHRED-SEGURIDAD-ALTURA.html
197.124,19.689,BODEGAS ARTEAGA SL,mediana,0121,https://ranking-empresas.eleconomista.es/BODEGAS-ARTEAGA.html
197.167,32.087,PIUPAL 2015 SOCIEDAD LIMITADA.,mediana,8731,https://ranking-empresas.eleconomista.es/PIUPAL-2015.html
197.321,36.350,MAX HOME ALAVA SL,mediana,4532,https://ranking-empresas.eleconomista.es/MAX-HOME-ALAVA.html
197.324,1.206,EXCAVACIONES TRAMEX S.L.,mediana,7739,https://ranking-empresas.eleconomista.es/EXCAVACIONES-TRAMEX.html
197.348,1.899,ASERRADERO OLABARRIETA SL,mediana,1610,https://ranking-empresas.eleconomista.es/ASERRADERO-OLABARRIETA.html
197.396,53,SERVICIOS DE REPARACION DE VEHICULOS INTEGRAL MOTORS SL,mediana,4520,https://ranking-empresas.eleconomista.es/SERVICIOS-REPARACION-VEHICULOS-INTEGRAL-MOTORS.html
197.397,5.681,"ARATZMENDI HOSTELERA, S.L.",mediana,5610,https://ranking-empresas.eleconomista.es/ARATZMENDI-HOSTELERA.html
197.431,18.640,AURREGUI SL,mediana,4520,https://ranking-empresas.eleconomista.es/AURREGUI.html
197.519,22.938,OGIMAMIA GASTEIZ S.L.,mediana,1071,https://ranking-empresas.eleconomista.es/OGIMAMIA-GASTEIZ.html
197.544,(ND),"EL TRASGU FARTON, S.L.",mediana,5630,https://ranking-empresas.eleconomista.es/TRASGU-FARTON.html
197.724,25.670,"CONJUNTO RESIDENCIAL BETANIA GARDEN, S.L.",mediana,8731,https://ranking-empresas.eleconomista.es/CONJUNTO-RESIDENCIAL-BETANIA-GARDEN.html
197.906,16.145,"POLLERIA ELENA, S.L.",mediana,4722,https://ranking-empresas.eleconomista.es/POLLERIA-ELENA.html
197.984,27.955,ARIGOYO SL,mediana,4690,https://ranking-empresas.eleconomista.es/ARIGOYO.html
198.031,20.947,"BATTERYCARE, SOCIEDAD LIMITADA.",mediana,7112,https://ranking-empresas.eleconomista.es/BATTERYCARE.html
198.258,56.214,KIRILAB S.L.,mediana,4775,https://ranking-empresas.eleconomista.es/KIRILAB.html
198.350,21.559,COMPAÑIA KEATS SL,mediana,9601,https://ranking-empresas.eleconomista.es/COMPANIA-KEATS.html
198.407,16.495,"AFUEGO18VITORIA, S.L.",mediana,5610,https://ranking-empresas.eleconomista.es/AFUEGO18VITORIA.html
198.633,124.315,RESTAURANTE ZALDIARAN SL,mediana,5610,https://ranking-empresas.eleconomista.es/RESTAURANTE-ZALDIARAN.html
198.673,5.867,BAÑOS SOCARDI SL,mediana,7022,https://ranking-empresas.eleconomista.es/BANOS-SOCARDI.html
198.843,18.995,RESTAURANTE ARABA-IZAGA SL,mediana,5610,https://ranking-empresas.eleconomista.es/RESTAURANTE-ARABA-IZAGA.html
198.856,51.490,SARKIS SA,mediana,8299,https://ranking-empresas.eleconomista.es/SARKIS.html
198.866,24.270,VIÑAS DE RIBERA SL,mediana,0121,https://ranking-empresas.eleconomista.es/VINAS-RIBERA.html
198.914,19.631,AZETEK ASESORES DE SEGUROS SL,mediana,6622,https://ranking-empresas.eleconomista.es/AZETEK-ASESORES-SEGUROS.html
199.026,16.332,AUTOMOCION GARAJE DEL NORTE SL,mediana,4520,https://ranking-empresas.eleconomista.es/AUTOMOCION-GARAJE-NORTE.html
199.050,3.846,EGUR HOUSE SYSTEM S.L.,mediana,3109,https://ranking-empresas.eleconomista.es/EGUR-HOUSE-SYSTEM.html
199.153,7.508,TRANSPORTES ARRI ANDA SA,mediana,4941,https://ranking-empresas.eleconomista.es/TRANSPORTES-ARRI-ANDA.html
199.170,29.839,ZAPATA BIO SOCIEDAD LIMITADA,mediana,4122,https://ranking-empresas.eleconomista.es/ZAPATA-BIO.html
199.322,4.178,SISTEMAS SARRE SL,mediana,2599,https://ranking-empresas.eleconomista.es/SISTEMAS-SARRE.html
199.424,9.415,"TICWAY 2015, SL.",mediana,7112,https://ranking-empresas.eleconomista.es/TICWAY-2015.html
199.569,18.053,MY EXCEL ONLINE SOCIEDAD LIMITADA.,mediana,6209,https://ranking-empresas.eleconomista.es/MY-EXCEL-ONLINE.html
199.599,(ND),"NBI ALUMINIUM, S.L.",mediana,8299,https://ranking-empresas.eleconomista.es/NBI-ALUMINIUM.html
199.904,9.137,SOLERAS Y PAVIMENTOS CIJE SL,mediana,4333,https://ranking-empresas.eleconomista.es/SOLERAS-PAVIMENTOS-CIJE.html
200.175,(ND),ASOLOSTE SOC COOP,mediana,0141,https://ranking-empresas.eleconomista.es/ASOLOSTE.html
200.371,1.608,"CLINICA DENTAL VARELA, S.L.P.",mediana,8623,https://ranking-empresas.eleconomista.es/CLINICA-DENTAL-VARELA-SLP.html
200.373,38.901,TALLERES BIABI SA,mediana,2562,https://ranking-empresas.eleconomista.es/TALLERES-BIABI.html
200.450,128.431,GENERAL ROBOTICS CORPORATION SL,mediana,2790,https://ranking-empresas.eleconomista.es/GENERAL-ROBOTICS-CORPORATION.html
200.478,26.344,ARABA SISTEMAS DE INFORMACION SL,mediana,6311,https://ranking-empresas.eleconomista.es/ARABA-SISTEMAS-INFORMACION.html
200.539,51.973,ALDAMA GIL TECHNOLOGY SL,mediana,3320,https://ranking-empresas.eleconomista.es/ALDAMA-GIL-TECHNOLOGY.html
200.575,24.584,ARABA-PACK SL,mediana,1729,https://ranking-empresas.eleconomista.es/ARABA-PACK.html
200.834,26.790,"PESCADOS SISURKO, S.L.",mediana,4638,https://ranking-empresas.eleconomista.es/PESCADOS-SISURKO.html
201.012,(ND),SACOS Y ENVASES MARTINEZ SL,mediana,4641,https://ranking-empresas.eleconomista.es/SACOS-ENVASES-MARTINEZ.html
201.032,18.231,INTEGRALA VITORIA SOCIEDAD LIMITADA.,mediana,4121,https://ranking-empresas.eleconomista.es/INTEGRALA-VITORIA.html
201.106,18.406,TALLERES MATAUCO SL,mediana,3299,https://ranking-empresas.eleconomista.es/TALLERES-MATAUCO.html
201.406,17.980,TORNILLERIA GARMA SL,mediana,4674,https://ranking-empresas.eleconomista.es/TORNILLERIA-GARMA.html
201.773,(ND),"SUNTECH TECNOLOGIAS DE MONTAJE, S.L.",mediana,7490,https://ranking-empresas.eleconomista.es/SUNTECH-TECNOLOGIAS-MONTAJE.html
201.856,263.404,PROMOCIONES ARANGUIZ SA,mediana,4110,https://ranking-empresas.eleconomista.es/PROMOCIONES-ARANGUIZ.html
201.979,11.895,PROPANORTE COMERCIAL GAS PROPANO SL,mediana,4778,https://ranking-empresas.eleconomista.es/PROPANORTE-COMERCIAL-GAS-PROPANO.html
202.041,25.027,OBRAS Y REFORMAS MOROZ SOCIEDAD LIMITADA,mediana,4399,https://ranking-empresas.eleconomista.es/OBRAS-REFORMAS-MOROZ.html
202.084,17.967,"PAVIMENTOS BAYO, SOCIEDAD LIMITADA.",mediana,4333,https://ranking-empresas.eleconomista.es/PAVIMENTOS-BAYO.html
202.243,25.253,VIÑA DEL LENTISCO SL.,mediana,1102,https://ranking-empresas.eleconomista.es/VINA-LENTISCO.html
202.360,68.480,SOLDADURAS Y MONTAJES TECNOLOGICOS SL,mediana,2599,https://ranking-empresas.eleconomista.es/SOLDADURAS-MONTAJES-TECNOLOGICOS.html
202.658,6.515,"HACIENDA GASTON, S.L.",mediana,1102,https://ranking-empresas.eleconomista.es/HACIENDA-GASTON.html
202.713,4.953,CLINICA DENTAL ARCA SA,mediana,8623,https://ranking-empresas.eleconomista.es/CLINICA-DENTAL-ARCA.html
202.730,9.077,OPR GESTION VITORIA SOCIEDAD LIMITADA.,mediana,4329,https://ranking-empresas.eleconomista.es/OPR-GESTION-VITORIA.html
202.945,17.355,ASTAEZ 2011 SOCIEDAD LIMITADA,mediana,6820,https://ranking-empresas.eleconomista.es/ASTAEZ-2011.html
203.029,8.195,DIRECCIONES DE LEVANTE SL,mediana,2932,https://ranking-empresas.eleconomista.es/DIRECCIONES-LEVANTE.html
203.861,16.073,BODEGAS ARTEVINO S.L.,mediana,1102,https://ranking-empresas.eleconomista.es/BODEGAS-ARTEVINO.html
203.888,7.521,ALAVA CENTRO VETERINARIO SL,mediana,7500,https://ranking-empresas.eleconomista.es/ALAVA-CENTRO-VETERINARIO.html
203.977,10.841,BROTOTERMIC SL,mediana,4669,https://ranking-empresas.eleconomista.es/BROTOTERMIC.html
204.038,21.814,GIRO ERDIAN SL,mediana,4724,https://ranking-empresas.eleconomista.es/GIRO-ERDIAN.html
204.167,34.605,GESTORIA BENGOA S.L.,mediana,6920,https://ranking-empresas.eleconomista.es/GESTORIA-BENGOA.html
204.221,21.207,BAR RESTAURANTE LOS GUARANIS SA,mediana,5610,https://ranking-empresas.eleconomista.es/BAR-RESTAURANTE-GUARANIS.html
204.389,10.069,AIALABAI CONSTRUCCIONES SOCIEDAD LIMITADA,mediana,4399,https://ranking-empresas.eleconomista.es/AIALABAI-CONSTRUCCIONES.html
204.418,22.723,VITOTIRE SOCIEDAD LIMITADA.,mediana,4779,https://ranking-empresas.eleconomista.es/VITOTIRE.html
204.428,19.231,SUMINISTROS INDUSTRIALES RIOJANOS SL,mediana,4674,https://ranking-empresas.eleconomista.es/SUMINISTROS-INDUSTRIALES-RIOJANOS.html
204.774,12.864,TALLERES BERGUENDA SL,mediana,2511,https://ranking-empresas.eleconomista.es/TALLERES-BERGUENDA.html
204.808,11.943,GUERTARI SL,mediana,4751,https://ranking-empresas.eleconomista.es/GUERTARI.html
204.881,14.071,COSECHA 2012 SOCIEDAD LIMITADA.,mediana,4617,https://ranking-empresas.eleconomista.es/COSECHA-2012.html
205.033,17.308,SOLUCION INTEGRAL DE CALIDAD DEL AIRE SL,mediana,8122,https://ranking-empresas.eleconomista.es/SOLUCION-INTEGRAL-CALIDAD-AIRE.html
205.160,36.667,AVANTCARGO GRUPO EMPRESARIAL SL,mediana,4941,https://ranking-empresas.eleconomista.es/AVANTCARGO-GRUPO-EMPRESARIAL.html
205.497,14.113,FONTANERIA PECUPE SL,mediana,4322,https://ranking-empresas.eleconomista.es/FONTANERIA-PECUPE.html
205.700,36.390,DELABOR ASESORIA SL,mediana,6920,https://ranking-empresas.eleconomista.es/DELABOR-ASESORIA.html
206.022,179.860,LIVANTO PROMOCIONES SOCIEDAD LIMITADA.,mediana,4110,https://ranking-empresas.eleconomista.es/LIVANTO-PROMOCIONES.html
206.233,7.435,SISTEMAS DE REGULACION Y CONTROL SL,mediana,2891,https://ranking-empresas.eleconomista.es/SISTEMAS-REGULACION-CONTROL.html
206.385,131.464,"IET ECOLOGY, S.L.",mediana,7112,https://ranking-empresas.eleconomista.es/IET-ECOLOGY.html
206.474,40.494,GRUPO ECHEVARRIA URCELAY S.L.,mediana,6420,https://ranking-empresas.eleconomista.es/GRUPO-ECHEVARRIA-URCELAY.html
206.475,29,"TRAUMATOLOGIA Y COLUMNA VITORIA, SL.",mediana,8622,https://ranking-empresas.eleconomista.es/TRAUMATOLOGIA-COLUMNA-VITORIA.html
206.938,28.096,EKO INGENIERIA ACUSTICA S.L.,mediana,2562,https://ranking-empresas.eleconomista.es/EKO-INGENIERIA-ACUSTICA.html
207.032,14.111,OBRAS Y SERVICIOS DAYKER S.L,mediana,4121,https://ranking-empresas.eleconomista.es/OBRAS-SERVICIOS-DAYKER.html
207.130,28.756,BEREZI 99 GARBIKETAK-LOREZAINTZA SL,mediana,8129,https://ranking-empresas.eleconomista.es/BEREZI-99-GARBIKETAK-LOREZAINTZA.html
207.240,9.978,GIZAKER SOCIEDAD LIMITADA.,mediana,7320,https://ranking-empresas.eleconomista.es/GIZAKER.html
207.535,25.895,PAJONCE SL.,mediana,5610,https://ranking-empresas.eleconomista.es/PAJONCE.html
207.620,57.231,SPC NET SOLUCIONES DE NEGOCIO ELECTRONICO SL,mediana,6190,https://ranking-empresas.eleconomista.es/SPC-NET-SOLUCIONES-NEGOCIO-ELECTRONICO.html
207.694,41.747,ANER VITORIA SL,mediana,6202,https://ranking-empresas.eleconomista.es/ANER-VITORIA.html
207.768,24.096,ETXEBI SL,mediana,6820,https://ranking-empresas.eleconomista.es/ETXEBI.html
207.844,4.013,LINEAS REGULARES DE ALAVA S.L.,mediana,4931,https://ranking-empresas.eleconomista.es/LINEAS-REGULARES-ALAVA.html
208.009,9.706,CERAMICAS Y SANEAMIENTOS GALICIA SL,mediana,4752,https://ranking-empresas.eleconomista.es/CERAMICAS-SANEAMIENTOS-GALICIA.html
208.708,45.094,PALACIO ANUNCIBAI SL,mediana,5510,https://ranking-empresas.eleconomista.es/PALACIO-ANUNCIBAI.html
208.727,27.174,SOLDTEC NORTE SL,mediana,2511,https://ranking-empresas.eleconomista.es/SOLDTEC-NORTE.html
208.734,48.838,"GEMA PENINSULAR, S.L.",mediana,2899,https://ranking-empresas.eleconomista.es/GEMA-PENINSULAR.html
208.984,39.269,"LORATEC INOUT, S.L.",mediana,4752,https://ranking-empresas.eleconomista.es/LORATEC-INOUT.html
209.171,38.387,ELGUEA Y ABAD SL,mediana,4617,https://ranking-empresas.eleconomista.es/ELGUEA-ABAD.html
209.368,7.571,LATORES 2013 SOCIEDAD LIMITADA.,mediana,4611,https://ranking-empresas.eleconomista.es/LATORES-2013.html
209.897,6.310,LAKUADENT SOCIEDAD LIMITADA.,mediana,8623,https://ranking-empresas.eleconomista.es/LAKUADENT.html
210.037,44.152,ARCAYA EQUIP S.L.,mediana,4647,https://ranking-empresas.eleconomista.es/ARCAYA-EQUIP.html
210.100,16.252,CANTERALIA SOCIEDAD LIMITADA.,mediana,4613,https://ranking-empresas.eleconomista.es/CANTERALIA.html
210.235,44.444,"INMODIGITAL, S.L.",mediana,6831,https://ranking-empresas.eleconomista.es/INMODIGITAL.html
210.236,80.199,DIMEC DISEÑO SL,mediana,2899,https://ranking-empresas.eleconomista.es/DIMEC-DISENO.html
210.255,40.260,HOPING BEERS DISTRIBUTION SOCIEDAD LIMITADA.,mediana,4634,https://ranking-empresas.eleconomista.es/HOPING-BEERS-DISTRIBUTION.html
210.284,7.207,"CARPINTERIA METALICA HERMANOS FABELLO, S.L.",mediana,4332,https://ranking-empresas.eleconomista.es/CARPINTERIA-METALICA-HERMANOS-FABELLO.html
210.287,17.309,ALDAVITRANS SL,mediana,4941,https://ranking-empresas.eleconomista.es/ALDAVITRANS.html
210.436,13.274,NEUMATICOS ARRIAGA SA,mediana,4531,https://ranking-empresas.eleconomista.es/NEUMATICOS-ARRIAGA.html
210.545,64.492,BRICOLAGE FERRETERIA BASOCO SL,mediana,4752,https://ranking-empresas.eleconomista.es/BRICOLAGE-FERRETERIA-BASOCO.html
210.892,(ND),BIDEA JANBIDE SL,mediana,5610,https://ranking-empresas.eleconomista.es/BIDEA-JANBIDE.html
211.107,4.747,"UNANA BAÑOS, S.L.",mediana,3102,https://ranking-empresas.eleconomista.es/UNANA-BANOS.html
211.215,20.324,NOCA SISTEMAS SL,mediana,8299,https://ranking-empresas.eleconomista.es/NOCA-SISTEMAS.html
211.428,14.462,TRANS LA LEZE S.L.,mediana,4941,https://ranking-empresas.eleconomista.es/TRANS-LEZE.html
211.459,31.355,SOLID MACHINE VISION S.L.,mediana,6209,https://ranking-empresas.eleconomista.es/SOLID-MACHINE-VISION.html
211.465,22.137,DISTRIBUCION DE PRODUCTOS Y SERVICIOS COSMETICOS DE EUROPA SL,mediana,4775,https://ranking-empresas.eleconomista.es/DISTRIBUCION-PRODUCTOS-SERVICIOS-COSMETICOS-EUROPA.html
211.506,26.117,TALLERES IZKI ARABA SL,mediana,4391,https://ranking-empresas.eleconomista.es/TALLERES-IZKI-ARABA.html
211.597,22.515,TRANSPORTES APIÑANIZ SL,mediana,4941,https://ranking-empresas.eleconomista.es/TRANSPORTES-APINANIZ.html
211.769,(ND),"CONSTELACION GRUS SUPERMERCADO, S.L.",pequeña,4711,https://ranking-empresas.eleconomista.es/CONSTELACION-GRUS-SUPERMERCADO.html
211.784,12.951,PUBLIMAILING ALAVA PUBLICIDAD SL,pequeña,1812,https://ranking-empresas.eleconomista.es/PUBLIMAILING-ALAVA-PUBLICIDAD.html
211.895,(ND),"EXCAVACIONES BZN, SOCIEDAD LIMITADA.",pequeña,4312,https://ranking-empresas.eleconomista.es/EXCAVACIONES-BZN.html
211.930,6.000,"AKTIBA EXPERTOS EN VENTANAS, SOCIEDAD LIMITADA",pequeña,4332,https://ranking-empresas.eleconomista.es/AKTIBA-EXPERTOS-VENTANAS.html
212.099,5.306,CLINICA DENTAL YANDIOLA SL P,pequeña,8623,https://ranking-empresas.eleconomista.es/CLINICA-DENTAL-YANDIOLA-P.html
212.253,56.756,EXCLUSIVAS CANTABRANA SL,pequeña,4669,https://ranking-empresas.eleconomista.es/EXCLUSIVAS-CANTABRANA.html
212.680,5.767,FONTANERIA Y CALEFACCION RONCAL SLL,pequeña,4322,https://ranking-empresas.eleconomista.es/FONTANERIA-CALEFACCION-RONCAL.html
212.710,(ND),"INGENIERIA ENERGETICA EKOGAR, SL.",pequeña,4322,https://ranking-empresas.eleconomista.es/INGENIERIA-ENERGETICA-EKOGAR.html
212.761,(ND),CIGAR GESTION 2020 SL.,pequeña,4617,https://ranking-empresas.eleconomista.es/CIGAR-GESTION-2020.html
212.813,13.278,RESTAURANTE IZKI JATETXEA SL,pequeña,5610,https://ranking-empresas.eleconomista.es/RESTAURANTE-IZKI-JATETXEA.html
213.220,12.715,"COASE FINANCIAL SERVICES, SOCIEDAD LIMITADA.",pequeña,6622,https://ranking-empresas.eleconomista.es/COASE-FINANCIAL-SERVICES.html
213.379,17.940,DOLOMITI GALDOS SL,pequeña,5610,https://ranking-empresas.eleconomista.es/DOLOMITI-GALDOS.html
213.524,81.182,GESIDE ENERGIA SOCIEDAD LIMITADA,pequeña,4321,https://ranking-empresas.eleconomista.es/GESIDE-ENERGIA.html
213.599,7.353,TXIKI ABASTOS SOCIEDAD LIMITADA.,pequeña,5630,https://ranking-empresas.eleconomista.es/TXIKI-ABASTOS.html
213.617,34.889,BZ2 ALAVA SL,pequeña,4665,https://ranking-empresas.eleconomista.es/BZ2-ALAVA.html
213.668,23.057,DOITU OFIMATIKA SL,pequeña,3312,https://ranking-empresas.eleconomista.es/DOITU-OFIMATIKA.html
213.749,11.444,ALICATADOS JOAQUIN ZAMORA SL,pequeña,4121,https://ranking-empresas.eleconomista.es/ALICATADOS-JOAQUIN-ZAMORA.html
213.763,6.373,INGLARES PRECOCINADOS S.L.,pequeña,1089,https://ranking-empresas.eleconomista.es/INGLARES-PRECOCINADOS.html
213.782,34.473,"ROTULOS DIGITAL APPLY, S.L.",pequeña,7410,https://ranking-empresas.eleconomista.es/ROTULOS-DIGITAL-APPLY.html
213.811,3.841,PROGRAMACION Y DESARROLLOS ELECTRICOS SL,pequeña,4222,https://ranking-empresas.eleconomista.es/PROGRAMACION-DESARROLLOS-ELECTRICOS.html
213.882,23.188,EXCALAGUARDIA SL.,pequeña,0150,https://ranking-empresas.eleconomista.es/EXCALAGUARDIA.html
213.969,36.866,CARNICERIA AMADO SL,pequeña,4722,https://ranking-empresas.eleconomista.es/CARNICERIA-AMADO.html
213.996,84.524,"BODEGA BIDEONA, S.L.",pequeña,1102,https://ranking-empresas.eleconomista.es/BODEGA-BIDEONA.html
214.194,42.296,COMERCIAL F Y C ARITZ SL,pequeña,9522,https://ranking-empresas.eleconomista.es/COMERCIAL-FYC-ARITZ.html
214.256,224.844,"DINNTECO FACTORY GASTEIZ, SOCIEDAD LIMITADA.",pequeña,2651,https://ranking-empresas.eleconomista.es/DINNTECO-FACTORY-GASTEIZ.html
214.307,1.829,REAGA S.A.,pequeña,9329,https://ranking-empresas.eleconomista.es/REAGA.html
214.347,48.443,INDUSTRIAS METALOGRAFICAS SANZ ACHAERANDIO SL,pequeña,6820,https://ranking-empresas.eleconomista.es/INDUSTRIAS-METALOGRAFICAS-SANZ-ACHAERANDIO.html
214.508,48.720,METALL-ON TRABAJOS DE REBARBA SL.,pequeña,3320,https://ranking-empresas.eleconomista.es/METALL-ON-TRABAJOS-REBARBA.html
