national_position,position_evolution,company_name,billing,category,company_link
214.519,31.827,VENTA Y MANTENIMIENTO DE MOTOS ARRI MOTO SL,pequeña,4540,https://ranking-empresas.eleconomista.es/VENTA-MANTENIMIENTO-MOTOS-ARRI-MOTO.html
214.604,68.708,CARPINTERIA JOSE FERNANDEZ FERNANDEZ SA,pequeña,1629,https://ranking-empresas.eleconomista.es/CARPINTERIA-JOSE-FERNANDEZ.html
214.742,11.868,GREMSA PROYECTOS SOCIEDAD LIMITADA.,pequeña,4615,https://ranking-empresas.eleconomista.es/GREMSA-PROYECTOS.html
214.827,13.359,"LAM MEDIOAMBIENTE, SOCIEDAD LIMITADA.",pequeña,0210,https://ranking-empresas.eleconomista.es/LAM-MEDIOAMBIENTE.html
215.035,11.306,"DENTAL SUSANA OCIO, S.L.",pequeña,8623,https://ranking-empresas.eleconomista.es/DENTAL-SUSANA-OCIO.html
215.245,32.974,"AGEKO CAPITAL, SOCIEDAD LIMITADA.",pequeña,6499,https://ranking-empresas.eleconomista.es/AGEKO-CAPITAL.html
215.449,10.532,ESPARZA OBRAS Y PROYECTOS SL,pequeña,4121,https://ranking-empresas.eleconomista.es/ESPARZA-OBRAS-PROYECTOS.html
215.632,20.572,BODEGAS DEL MUNDO SL,pequeña,1102,https://ranking-empresas.eleconomista.es/BODEGAS-MUNDO.html
215.694,37.139,APARTAMENTOS VITORIA GESTION S.L.,pequeña,5520,https://ranking-empresas.eleconomista.es/APARTAMENTOS-VITORIA-GESTION.html
215.966,16.534,TRANSPORTES BIDEKO BI SL,pequeña,4941,https://ranking-empresas.eleconomista.es/TRANSPORTES-BIDEKO-BI.html
216.139,1.713,"UNIDAD DE FISIOTERAPIA AVANZADA, SL.",pequeña,8622,https://ranking-empresas.eleconomista.es/UNIDAD-FISIOTERAPIA-AVANZADA.html
216.287,38.909,GARCIA-ARRAUSI SL,pequeña,4677,https://ranking-empresas.eleconomista.es/GARCIA-ARRAUSI.html
216.362,48.937,ARQUITECTURA E INGENIERIA SEMENDIA SL P,pequeña,7111,https://ranking-empresas.eleconomista.es/ARQUITECTURA-INGENIERIA-SEMENDIA-P.html
216.408,64.981,"ARTARRIA OBRA Y REHABILITACION, S.L.",pequeña,4121,https://ranking-empresas.eleconomista.es/ARTARRIA-OBRA-REHABILITACION.html
216.538,11.076,PESCADOS MARIANO ALONSO SL.,pequeña,4638,https://ranking-empresas.eleconomista.es/PESCADOS-MARIANO-ALONSO.html
216.622,61.171,RESTAURACION Y SERVICIOS ARCOS DE QUEJANA SL.,pequeña,5610,https://ranking-empresas.eleconomista.es/RESTAURACION-SERVICIOS-ARCOS-QUEJANA.html
216.758,44.284,ARANSOLO SUMINISTROS TECNICOS SL,pequeña,4690,https://ranking-empresas.eleconomista.es/ARANSOLO-SUMINISTROS-TECNICOS.html
217.025,36.768,SUMINZOR S.L.,pequeña,4674,https://ranking-empresas.eleconomista.es/SUMINZOR.html
217.054,1.905,ASESORES EN EQUIPAMIENTOS HOSTECK S.L. L.,pequeña,4754,https://ranking-empresas.eleconomista.es/ASESORES-EQUIPAMIENTOS-HOSTECK-L.html
217.179,1.179,FUNNY SOCKS SOCIEDAD LIMITADA.,pequeña,4751,https://ranking-empresas.eleconomista.es/FUNNY-SOCKS.html
217.471,33.233,SERVICIOS PARA LA INDUSTRIA FELIU&MADINABEITIA SL,pequeña,2899,https://ranking-empresas.eleconomista.es/SERVICIOS-PARA-INDUSTRIA-FELIU-MADINABEITIA.html
217.611,1.537,AFILADOS GASTEIZ SL,pequeña,2561,https://ranking-empresas.eleconomista.es/AFILADOS-GASTEIZ.html
217.737,44.490,RESIDENCIA BURGELU S.L.,pequeña,8731,https://ranking-empresas.eleconomista.es/RESIDENCIA-BURGELU.html
217.862,97.751,CENTRO AGROGANADERO MENDOZA SL,pequeña,4621,https://ranking-empresas.eleconomista.es/CENTRO-AGROGANADERO-MENDOZA.html
218.127,100.031,NEUMATICOS ABAROA SOCIEDAD LIMITADA.,pequeña,4520,https://ranking-empresas.eleconomista.es/NEUMATICOS-ABAROA.html
218.171,82.567,RENOVABLES INGEFO SOCIEDAD LIMITADA,pequeña,7112,https://ranking-empresas.eleconomista.es/RENOVABLES-INGEFO.html
218.253,27.685,MECANIZADOS VEMAR 2011 SL,pequeña,2562,https://ranking-empresas.eleconomista.es/MECANIZADOS-VEMAR-2011.html
218.311,35.265,WORK & WEAR STORE S.L.,pequeña,4642,https://ranking-empresas.eleconomista.es/WORK-WEAR-STORE.html
218.388,32.146,FRENOS GORRIZ SA,pequeña,4520,https://ranking-empresas.eleconomista.es/FRENOS-GORRIZ.html
218.725,16.290,COMAEX SL,pequeña,4690,https://ranking-empresas.eleconomista.es/COMAEX.html
218.825,42.608,"BARQUIN LOGISTICA INTEGRAL, SOCIEDAD LIMITADA.",pequeña,5210,https://ranking-empresas.eleconomista.es/BARQUIN-LOGISTICA-INTEGRAL.html
218.954,26.549,"AUTOBAHN MOTOR 2019, S.L.",pequeña,4520,https://ranking-empresas.eleconomista.es/AUTOBAHN-MOTOR-2019.html
218.985,43.178,CONSULTING SOCIAL ALAVES SL,pequeña,6920,https://ranking-empresas.eleconomista.es/CONSULTING-SOCIAL-ALAVES.html
219.060,58.878,"CONSTRUCCIONES Y REHABILITACIONES PRADA 2017, SOCIEDAD LIMITADA.",pequeña,4399,https://ranking-empresas.eleconomista.es/CONSTRUCCIONES-REHABILITACIONES-PRADA-2017.html
219.316,76.092,ARRI TURRI SL,pequeña,0146,https://ranking-empresas.eleconomista.es/ARRI-TURRI.html
219.422,17.393,KALPEMUR SL,pequeña,4759,https://ranking-empresas.eleconomista.es/KALPEMUR.html
219.902,62.838,"APLICGREEN, SOCIEDAD LIMITADA.",pequeña,4334,https://ranking-empresas.eleconomista.es/APLICGREEN.html
220.304,80.254,MERCURY CONSULTORES TECNOLOGICOS SOCIEDAD LIMITADA.,pequeña,7112,https://ranking-empresas.eleconomista.es/MERCURY-CONSULTORES-TECNOLOGICOS.html
220.361,34.661,INVERSIONES INNOVA SL,pequeña,7022,https://ranking-empresas.eleconomista.es/INVERSIONES-INNOVA.html
220.475,35.884,"RESIDENCIA GERIATRICA EL PILAR, SOCIEDAD LIMITADA.",pequeña,8731,https://ranking-empresas.eleconomista.es/RESIDENCIA-GERIATRICA-PILAR.html
220.703,45.290,LABORATORIOS MARUNCA S.L.,pequeña,2042,https://ranking-empresas.eleconomista.es/LABORATORIOS-MARUNCA.html
220.866,37.174,RAFAEL DECORACION SL,pequeña,4333,https://ranking-empresas.eleconomista.es/RAFAEL-DECORACION.html
220.895,31.786,CARROCERIAS ZADORRA S.L.,pequeña,4520,https://ranking-empresas.eleconomista.es/CARROCERIAS-ZADORRA.html
221.029,38.474,BENGOA ASESORES SL,pequeña,6920,https://ranking-empresas.eleconomista.es/BENGOA-ASESORES.html
221.065,5.795,INSTALACIONES REG SL,pequeña,4321,https://ranking-empresas.eleconomista.es/INSTALACIONES-REG.html
221.080,99.417,GODESE SL,pequeña,4110,https://ranking-empresas.eleconomista.es/GODESE.html
221.237,66.737,"RECOEX AMIANTO, SOCIEDAD LIMITADA.",pequeña,4399,https://ranking-empresas.eleconomista.es/RECOEX-AMIANTO.html
221.462,5.390,MITARTE SL,pequeña,1102,https://ranking-empresas.eleconomista.es/MITARTE.html
221.517,20.743,VELO IMPORT SL,pequeña,4690,https://ranking-empresas.eleconomista.es/VELO-IMPORT.html
221.683,36.747,CRISTALERIA GASTEIZ SL,pequeña,4752,https://ranking-empresas.eleconomista.es/CRISTALERIA-GASTEIZ.html
221.714,18.884,"REVI REFORMAS Y SERVICIOS, SOCIEDAD LIMITADA.",pequeña,4339,https://ranking-empresas.eleconomista.es/REVI-REFORMAS-SERVICIOS.html
221.724,19.491,VITORIANA DE ESPECTACULOS SA VESA,pequeña,5917,https://ranking-empresas.eleconomista.es/VITORIANA-ESPECTACULOS-VESA.html
221.727,23.302,"PORTUGAL DEGARDEN, S.L.",pequeña,5610,https://ranking-empresas.eleconomista.es/PORTUGAL-DEGARDEN.html
221.864,29.655,GOBINOR GESTION SL.,pequeña,6499,https://ranking-empresas.eleconomista.es/GOBINOR-GESTION.html
222.067,60.695,TRANSFORMACIONES GEFAIC SL,pequeña,2550,https://ranking-empresas.eleconomista.es/TRANSFORMACIONES-GEFAIC.html
222.087,29.765,CAMPAGNOLO IBERICA SL,pequeña,4540,https://ranking-empresas.eleconomista.es/CAMPAGNOLO-IBERICA.html
222.378,59.728,"AKROPOST ARABA, S.L.",pequeña,7311,https://ranking-empresas.eleconomista.es/AKROPOST-ARABA.html
222.655,34.175,COMERCIAL AIANOX 2000 SA,pequeña,2452,https://ranking-empresas.eleconomista.es/COMERCIAL-AIANOX-2000.html
222.889,20.630,"ERAIKI TALDEA APOYO ESCOLAR, SOCIEDAD LIMITADA.",pequeña,8559,https://ranking-empresas.eleconomista.es/ERAIKI-TALDEA-APOYO-ESCOLAR.html
223.127,8.439,CONSTRUCCIONES MARTINEZ DE ICAYA SL,pequeña,4121,https://ranking-empresas.eleconomista.es/CONSTRUCCIONES-MARTINEZ-ICAYA.html
223.198,23.727,EGON ENGINEERING SOCIEDAD LIMITADA.,pequeña,7112,https://ranking-empresas.eleconomista.es/EGON-ENGINEERING.html
223.292,1.431,TEACHER'S VITORIA CENTRO DE IDIOMAS SL,pequeña,8559,https://ranking-empresas.eleconomista.es/TEACHERS-VITORIA-CENTRO-IDIOMAS.html
223.297,39.867,CALDERERIA JUNCAL SL,pequeña,2599,https://ranking-empresas.eleconomista.es/CALDERERIA-JUNCAL.html
223.347,27.667,"AREETA ALAVA, S.L.",pequeña,9609,https://ranking-empresas.eleconomista.es/AREETA-ALAVA.html
223.939,27.504,INDUSTRIAS JACE SA,pequeña,2829,https://ranking-empresas.eleconomista.es/INDUSTRIAS-JACE.html
224.075,30.274,LEGOI PEBAL SOCIEDAD LIMITADA.,pequeña,6820,https://ranking-empresas.eleconomista.es/LEGOI-PEBAL.html
224.368,30.505,"TALLERES Y MONTAJES ELECTROMECANICOS VITORIA, S.L.",pequeña,2640,https://ranking-empresas.eleconomista.es/TALLERES-MONTAJES-ELECTROMECANICOS-VITORIA.html
224.391,56.882,"BIZKAIA NORTE RESTAURACION, SOCIEDAD LIMITADA.",pequeña,5610,https://ranking-empresas.eleconomista.es/BIZKAIA-NORTE-RESTAURACION.html
224.573,22.215,SERVICIOS LOGISTICOS JOAQUIN SL.,pequeña,3312,https://ranking-empresas.eleconomista.es/SERVICIOS-LOGISTICOS-JOAQUIN.html
224.597,1.137,EGUNSENTI SOLUCIONES SL,pequeña,5610,https://ranking-empresas.eleconomista.es/EGUNSENTI-SOLUCIONES.html
224.649,205.598,ARABA ASCENTIUM SL,pequeña,9329,https://ranking-empresas.eleconomista.es/ARABA-ASCENTIUM.html
224.937,15.164,CARPINTERIA ILARGI SL,pequeña,3109,https://ranking-empresas.eleconomista.es/CARPINTERIA-ILARGI.html
225.360,40.720,TRANS-DODISAN SL L,pequeña,4941,https://ranking-empresas.eleconomista.es/TRANS-DODISAN-L.html
226.452,38.884,COCINAS VITORIA SL,pequeña,4759,https://ranking-empresas.eleconomista.es/COCINAS-VITORIA.html
226.498,6.544,MAQUINARIA AGRICOLA SALAZAR SL,pequeña,2830,https://ranking-empresas.eleconomista.es/MAQUINARIA-AGRICOLA-SALAZAR.html
226.576,601,COCINAS NEREA SL,pequeña,4759,https://ranking-empresas.eleconomista.es/COCINAS-NEREA.html
226.733,53.679,CRUPASGA SL,pequeña,4624,https://ranking-empresas.eleconomista.es/CRUPASGA.html
226.866,16.374,CONSTRUCCIONES RIO SL,pequeña,4339,https://ranking-empresas.eleconomista.es/CONSTRUCCIONES-RIO.html
226.892,10.163,FARA LLODIO SOCIEDAD LIMITADA.,pequeña,4329,https://ranking-empresas.eleconomista.es/FARA-LLODIO.html
226.905,318,MANTENIMIENTOS IZPIA SL,pequeña,4321,https://ranking-empresas.eleconomista.es/MANTENIMIENTOS-IZPIA.html
227.042,(ND),"VIVO INGENIERIA Y DESARROLLO, SOCIEDAD LIMITADA.",pequeña,7112,https://ranking-empresas.eleconomista.es/VIVO-INGENIERIA-DESARROLLO.html
227.091,13.607,TALLERES DE CALDERERIA ALDECA SL,pequeña,2599,https://ranking-empresas.eleconomista.es/TALLERES-CALDERERIA-ALDECA.html
227.102,19.972,TRABAJOS VERTICALES FACTOR 2 SL,pequeña,4121,https://ranking-empresas.eleconomista.es/TRABAJOS-VERTICALES-FACTOR-2.html
227.124,28.416,"ARREVI INSTALACIONES, S.L.",pequeña,4322,https://ranking-empresas.eleconomista.es/ARREVI-INSTALACIONES.html
227.158,23.379,FABRIPLAST SADER SL,pequeña,2229,https://ranking-empresas.eleconomista.es/FABRIPLAST-SADER.html
227.262,13.560,NUPOA PROYEK SL,pequeña,4673,https://ranking-empresas.eleconomista.es/NUPOA-PROYEK.html
227.269,35.610,ASESORIA FISCAL AIALA SL,pequeña,6920,https://ranking-empresas.eleconomista.es/ASESORIA-FISCAL-AIALA.html
227.304,34.659,"LAYRO, SOCIEDAD ANONIMA",pequeña,4110,https://ranking-empresas.eleconomista.es/LAYRO.html
227.363,13.277,BAGUA MUEBLES Y DECORACION SLL,pequeña,4759,https://ranking-empresas.eleconomista.es/BAGUA-MUEBLES-DECORACION.html
227.402,(ND),"HAO LIN JU FOODS, SOCIEDAD LIMITADA.",pequeña,4729,https://ranking-empresas.eleconomista.es/HAO-LIN-JU-FOODS.html
227.560,43.883,LUCO 21SL,pequeña,8299,https://ranking-empresas.eleconomista.es/LUCO-21SL.html
227.609,22.905,GLOBAMAS SL,pequeña,4649,https://ranking-empresas.eleconomista.es/GLOBAMAS.html
227.677,30.571,"LOREA TXAGORRITXU, S.L.",pequeña,8731,https://ranking-empresas.eleconomista.es/LOREA-TXAGORRITXU.html
227.909,5.382,EBCARDS IMPORT SOCIEDAD LIMITADA.,pequeña,4690,https://ranking-empresas.eleconomista.es/EBCARDS-IMPORT.html
228.235,1.820,RECTILAN MOTOR SL,pequeña,2932,https://ranking-empresas.eleconomista.es/RECTILAN-MOTOR.html
228.314,17.579,INTRAVI SL,pequeña,4122,https://ranking-empresas.eleconomista.es/INTRAVI.html
228.433,(ND),CONTROL DE PLAGAS PASSER SOCIEDAD LIMITADA.,pequeña,8110,https://ranking-empresas.eleconomista.es/CONTROL-PLAGAS-PASSER.html
228.490,25.331,"GRI RECYCLING, SOCIEDAD LIMITADA.",pequeña,4677,https://ranking-empresas.eleconomista.es/GRI-RECYCLING.html
228.522,32.047,CAFIVE SL,pequeña,5210,https://ranking-empresas.eleconomista.es/CAFIVE.html
228.971,5.633,ZUKABER ARABA SL,pequeña,4634,https://ranking-empresas.eleconomista.es/ZUKABER-ARABA.html
229.201,7.525,NEUROLOGYCA SCIENCE & MARKETING SOCIEDAD LIMITADA.,pequeña,7320,https://ranking-empresas.eleconomista.es/NEUROLOGYCA-SCIENCE-MARKETING.html
229.444,104.196,TALLER J BORDAGARAY SL,pequeña,2561,https://ranking-empresas.eleconomista.es/TALLER-J-BORDAGARAY.html
229.638,(ND),GRUPO ELPROEX SOCIEDAD LIMITADA.,pequeña,6420,https://ranking-empresas.eleconomista.es/GRUPO-ELPROEX.html
229.972,4.697,"JOIKOS KONPONDU, SOCIEDAD LIMITADA.",pequeña,2891,https://ranking-empresas.eleconomista.es/JOIKOS-KONPONDU.html
230.016,27.486,KAYATI SL,pequeña,2399,https://ranking-empresas.eleconomista.es/KAYATI.html
230.122,9.940,OPTIMITIVE SOCIEDAD LIMITADA,pequeña,5829,https://ranking-empresas.eleconomista.es/OPTIMITIVE.html
230.301,81.323,KANIBAL SOLUTIONS SL.,pequeña,6209,https://ranking-empresas.eleconomista.es/KANIBAL-SOLUTIONS.html
230.491,38.043,ENOBODEGA SL.,pequeña,4617,https://ranking-empresas.eleconomista.es/ENOBODEGA.html
230.538,32.587,MONTAJES E INSTALACIONES GORBEA SL,pequeña,2849,https://ranking-empresas.eleconomista.es/MONTAJES-INSTALACIONES-GORBEA.html
230.765,39.276,INDUSTRIAS CARNICAS BURUTXAGA SL,pequeña,4722,https://ranking-empresas.eleconomista.es/INDUSTRIAS-CARNICAS-BURUTXAGA.html
230.775,21.654,VG-3DIKEA SL,pequeña,4339,https://ranking-empresas.eleconomista.es/VG3DIKEA.html
230.808,132.366,ENTECH MAQUINAS A MEDIDA SA,pequeña,2841,https://ranking-empresas.eleconomista.es/ENTECH-MAQUINAS-MEDIDA.html
230.900,10.350,INSTALACIONES TELEFONICAS AIARA SL,pequeña,4222,https://ranking-empresas.eleconomista.es/INSTALACIONES-TELEFONICAS-AIARA.html
230.935,45.731,"LEZA 2011, S.L.",pequeña,5610,https://ranking-empresas.eleconomista.es/LEZA-2011.html
230.979,18.952,RUEDAS MIGUEL ARABA SL,pequeña,4520,https://ranking-empresas.eleconomista.es/RUEDAS-MIGUEL-ARABA.html
231.031,14.251,QBOSQ ARABA S.L.,pequeña,5630,https://ranking-empresas.eleconomista.es/QBOSQ-ARABA.html
231.044,24.504,RESTAURANTE VIRGALA SL,pequeña,5610,https://ranking-empresas.eleconomista.es/RESTAURANTE-VIRGALA.html
231.191,(ND),"ACKS GESTION DE NEGOCIOS, SL.",pequeña,6920,https://ranking-empresas.eleconomista.es/ACKS-GESTION-NEGOCIOS.html
231.310,6.223,DISTRIBUCIONES AGUSTIN LOPEZ DE ARKAUTE SL,pequeña,4639,https://ranking-empresas.eleconomista.es/DISTRIBUCIONES-AGUSTIN-LOPEZ-ARKAUTE.html
231.354,35.160,ALAILABASTIDA SL,pequeña,5610,https://ranking-empresas.eleconomista.es/ALAILABASTIDA.html
231.505,11.756,MADERAS BARRUNDIA SL,pequeña,1623,https://ranking-empresas.eleconomista.es/MADERAS-BARRUNDIA.html
231.692,(ND),"AUTOS ALAVA FACTORY, SOCIEDAD LIMITADA.",pequeña,4520,https://ranking-empresas.eleconomista.es/AUTOS-ALAVA-FACTORY.html
232.001,7.474,INSTALACIONES MURILLO VITORIA-GASTEIZ 2013 SOCIEDAD LIMITADA.,pequeña,4322,https://ranking-empresas.eleconomista.es/INSTALACIONES-MURILLO-VITORIA-GASTEIZ-2013.html
232.062,110.104,"PRAGMANTIC PARTNERS, SOCIEDAD LIMITADA.",pequeña,7022,https://ranking-empresas.eleconomista.es/PRAGMANTIC-PARTNERS.html
232.146,1.027,CARPINTERIA DE ALUMINIO ALEGRIA-DULANTZI SOCIEDAD LIMITADA.,pequeña,2512,https://ranking-empresas.eleconomista.es/CARPINTERIA-ALUMINIO-ALEGRIA-DULANTZI.html
232.208,9.314,CERAMICA MARLO SA,pequeña,2332,https://ranking-empresas.eleconomista.es/CERAMICA-MARLO.html
232.477,36.154,"PROCAR TAXIVIP, S.L.",pequeña,4932,https://ranking-empresas.eleconomista.es/PROCAR-TAXIVIP.html
232.495,40.214,"MONTAJES ELECTRICOS MENA, S.L.",pequeña,4321,https://ranking-empresas.eleconomista.es/MONTAJES-ELECTRICOS-MENA.html
232.616,17.316,GFYDENTAL SOCIEDAD LIMITADA PROFESIONAL,pequeña,8623,https://ranking-empresas.eleconomista.es/GFYDENTAL-PROFESIONAL.html
232.682,39.311,GARBIETXEA SL,pequeña,8129,https://ranking-empresas.eleconomista.es/GARBIETXEA.html
232.713,31.386,TINKO GARBIKETAK S.L.,pequeña,8129,https://ranking-empresas.eleconomista.es/TINKO-GARBIKETAK.html
232.755,(ND),CONFITURAS SOSOAGA SOCIEDAD LIMITADA.,pequeña,1071,https://ranking-empresas.eleconomista.es/CONFITURAS-SOSOAGA.html
232.921,105.369,"TABERNA SLOW TIKI-TAKA, SOCIEDAD LIMITADA.",pequeña,5610,https://ranking-empresas.eleconomista.es/TABERNA-SLOW-TIKI-TAKA.html
233.189,29.270,PINTURAS ARMENTIA SL,pequeña,4334,https://ranking-empresas.eleconomista.es/PINTURAS-ARMENTIA.html
233.214,1.072,JAE HOSTELERIA 2010 SOCIEDAD LIMITADA.,pequeña,5610,https://ranking-empresas.eleconomista.es/JAE-HOSTELERIA-2010.html
233.233,18.708,"XU JUN YE, SL.",pequeña,4729,https://ranking-empresas.eleconomista.es/XU-JUN-YE.html
233.454,29.049,BARBARA & URIARTE ABOGADOS SLP,pequeña,6910,https://ranking-empresas.eleconomista.es/BARBARA-URIARTE-ABOGADOS-SLP.html
233.722,38.872,VADILLO ASESORES CONSULTORIA DE NEGOCIOS SL,pequeña,6920,https://ranking-empresas.eleconomista.es/VADILLO-ASESORES-CONSULTORIA-NEGOCIOS.html
233.766,(ND),UNITED BEAUTY SL.,pequeña,4791,https://ranking-empresas.eleconomista.es/UNITED-BEAUTY.html
233.938,50.502,RESTAURANTE ANDERE SL,pequeña,5610,https://ranking-empresas.eleconomista.es/RESTAURANTE-ANDERE.html
233.942,15.780,ARABAKO IBAIAK SL,pequeña,6832,https://ranking-empresas.eleconomista.es/ARABAKO-IBAIAK.html
233.943,1.752,ESPARZA ARQUITECTURA Y REHABILITACION SOSTENIBLE S.L.P.,pequeña,7111,https://ranking-empresas.eleconomista.es/ESPARZA-ARQUITECTURA-REHABILITACION-SOSTENIBLE-SLP.html
234.195,12.948,MOTORES Y BOMBAS VITORIA SOCIEDAD LIMITADA.,pequeña,4669,https://ranking-empresas.eleconomista.es/MOTORES-BOMBAS-VITORIA.html
234.254,23.527,ABRASIVOS GAVIRIA SL,pequeña,4690,https://ranking-empresas.eleconomista.es/ABRASIVOS-GAVIRIA.html
234.299,2.140,"BYRA HOSTELERIA 2019, S.L.",pequeña,5630,https://ranking-empresas.eleconomista.es/BYRA-HOSTELERIA-2019.html
234.372,38.348,"PROMOTORA EMPRESARIAL AMUTIO, S.L.",pequeña,6820,https://ranking-empresas.eleconomista.es/PROMOTORA-EMPRESARIAL-AMUTIO.html
234.427,12.914,AM CARPINTERIA DE ALUMINIO SL,pequeña,4332,https://ranking-empresas.eleconomista.es/AM-CARPINTERIA-ALUMINIO.html
234.601,6.986,DECORACIONES EN ESCAYOLA VASCONGADAS SL,pequeña,4399,https://ranking-empresas.eleconomista.es/DECORACIONES-ESCAYOLA-VASCONGADAS.html
234.689,53.845,CUSTAR SL,pequeña,8211,https://ranking-empresas.eleconomista.es/CUSTAR.html
234.711,17.313,"LECEA SISTEMAS PIROTECNICOS AVANZADOS, S.A.",pequeña,2051,https://ranking-empresas.eleconomista.es/LECEA-SISTEMAS-PIROTECNICOS-AVANZADOS.html
234.739,15.805,"AGURAIN VENTANAS CONFORTVENT, S.L.",pequeña,2512,https://ranking-empresas.eleconomista.es/AGURAIN-VENTANAS-CONFORTVENT.html
235.000,92.523,VIAJES KOMOMBO SL,pequeña,7911,https://ranking-empresas.eleconomista.es/VIAJES-KOMOMBO.html
235.034,19.961,ELDER MEDIO AMBIENTE VITORIA SLL,pequeña,3811,https://ranking-empresas.eleconomista.es/ELDER-MEDIO-AMBIENTE-VITORIA.html
235.348,27.004,ARIHER 99 INVERSIONES SL,pequeña,8299,https://ranking-empresas.eleconomista.es/ARIHER-99-INVERSIONES.html
235.451,10.781,"REIDARI GESTION, S.L.",pequeña,7022,https://ranking-empresas.eleconomista.es/REIDARI-GESTION.html
235.560,90.226,"OLAZ ARABA, SOCIEDAD LIMITADA.",pequeña,4121,https://ranking-empresas.eleconomista.es/OLAZ-ARABA.html
235.824,21.267,GESTION TALLER 2015 SOCIEDAD LIMITADA.,pequeña,3312,https://ranking-empresas.eleconomista.es/GESTION-TALLER-2015.html
236.114,28.047,ALDITRANS JUNDIZ SL.,pequeña,5229,https://ranking-empresas.eleconomista.es/ALDITRANS-JUNDIZ.html
236.216,33.998,"VALOR OPTIMO EAF, S.L.",pequeña,6920,https://ranking-empresas.eleconomista.es/VALOR-OPTIMO-EAF.html
236.240,17.493,TALLERES ELECTRICOS ARMENTIA SL,pequeña,4321,https://ranking-empresas.eleconomista.es/TALLERES-ELECTRICOS-ARMENTIA.html
236.248,896,ALSERMAN NORTE SOCIEDAD LIMITADA.,pequeña,4322,https://ranking-empresas.eleconomista.es/ALSERMAN-NORTE.html
236.261,45.585,ASC PORMATIC SL,pequeña,6190,https://ranking-empresas.eleconomista.es/ASC-PORMATIC.html
236.345,13.796,2 MAS 2 PUBLICIDAD INTEGRAL SL,pequeña,7311,https://ranking-empresas.eleconomista.es/2-MAS-PUBLICIDAD-INTEGRAL.html
236.401,24.096,"ASTIAZARAN CLINICA, S.L.",pequeña,8623,https://ranking-empresas.eleconomista.es/ASTIAZARAN-CLINICA.html
236.572,3.540,MULTI CLINICA LASER DENTAL VITORIA SL,pequeña,8623,https://ranking-empresas.eleconomista.es/MULTI-CLINICA-LASER-DENTAL-VITORIA.html
236.574,21.828,IMPER IBERIMP SL,pequeña,4122,https://ranking-empresas.eleconomista.es/IMPER-IBERIMP.html
236.782,(ND),"GERCAM FOOD, SOCIEDAD LIMITADA.",pequeña,5630,https://ranking-empresas.eleconomista.es/GERCAM-FOOD.html
236.791,17.727,SENDATEK SL,pequeña,7120,https://ranking-empresas.eleconomista.es/SENDATEK.html
236.854,20.839,CAFETERIAS ALAVESAS S.L.,pequeña,5610,https://ranking-empresas.eleconomista.es/CAFETERIAS-ALAVESAS.html
237.194,52.378,INDUSTRIAS FAPISE SA,pequeña,2599,https://ranking-empresas.eleconomista.es/INDUSTRIAS-FAPISE.html
237.197,25.715,GARAJE ZIGOITIA SL,pequeña,4520,https://ranking-empresas.eleconomista.es/GARAJE-ZIGOITIA.html
237.297,18.217,HECOBA SL,pequeña,4662,https://ranking-empresas.eleconomista.es/HECOBA.html
237.361,6.061,CUMEC CONSTRUCCIONES S.L.,pequeña,4121,https://ranking-empresas.eleconomista.es/CUMEC-CONSTRUCCIONES.html
237.476,48.462,"ANGEL DIAZ DE GUEREÑU CONSTRUCCIONES, S.L.",pequeña,4121,https://ranking-empresas.eleconomista.es/ANGEL-DIAZ-GUERENU-CONSTRUCCIONES.html
237.512,23.934,"PERSONAL KITCHEN DISEÑOS, SOCIEDAD LIMITADA.",pequeña,4759,https://ranking-empresas.eleconomista.es/PERSONAL-KITCHEN-DISENOS.html
237.652,207.697,NOVA-SYNERGY INDUSTRIAL SOLUTIONS SL,pequeña,7490,https://ranking-empresas.eleconomista.es/NOVA-SYNERGY-INDUSTRIAL-SOLUTIONS.html
